iter	MultiClass
0	1.006315815
1	0.9217147938
2	0.8526738673
3	0.7847208713
4	0.7294851155
5	0.6796052391
6	0.6315217962
7	0.5887960277
8	0.550347822
9	0.5166170457
10	0.4857357169
11	0.457276535
12	0.430915764
13	0.4081889056
14	0.3868810638
15	0.3689574259
16	0.3510848228
17	0.3337994339
18	0.3167476755
19	0.3008687516
20	0.2878475288
21	0.275490239
22	0.2636687384
23	0.2529456075
24	0.2429017526
25	0.2337473321
26	0.2238264472
27	0.2151778498
28	0.2066583269
29	0.199757831
30	0.1926229884
31	0.184990968
32	0.1778732638
33	0.1721345519
34	0.1657780009
35	0.1598871196
36	0.154088011
37	0.1497795898
38	0.1452909961
39	0.1407772165
40	0.1359936649
41	0.1329274372
42	0.1288270974
43	0.1254716836
44	0.1218506927
45	0.1188882506
46	0.1159165149
47	0.1131811347
48	0.1098735523
49	0.1069934199
50	0.1038692003
51	0.1015524851
52	0.09932039122
53	0.09652290306
54	0.09428576855
55	0.09248159782
56	0.0908347166
57	0.08876488912
58	0.08728914003
59	0.0857679352
60	0.08435555615
61	0.08286254268
62	0.08167412454
63	0.08046636802
64	0.07941121911
65	0.07807348857
66	0.07651456715
67	0.07519043749
68	0.07400010005
69	0.07271214133
70	0.07141827074
71	0.07040767998
72	0.06924440886
73	0.06819128493
74	0.0670066674
75	0.06574348826
76	0.06479634721
77	0.06369277941
78	0.06268903903
79	0.06174260443
80	0.06098275656
81	0.05954575674
82	0.05854720311
83	0.05771546639
84	0.05694851783
85	0.05617249312
86	0.05535177605
87	0.05434065245
88	0.05356051583
89	0.05281192658
90	0.0522506724
91	0.05159799843
92	0.0509497918
93	0.05037346113
94	0.04951699045
95	0.04899723512
96	0.0484900545
97	0.04796450288
98	0.04738070604
99	0.04658667181
100	0.04591126949
101	0.04560755477
102	0.04524176382
103	0.04468834788
104	0.04382213517
105	0.04340192639
106	0.04285511888
107	0.04241013318
108	0.04161460053
109	0.04120769705
110	0.04064731652
111	0.04024969429
112	0.03964144864
113	0.03923684695
114	0.03866539452
115	0.03814700319
116	0.0378584831
117	0.03741789258
118	0.0368399697
119	0.03644355907
120	0.03608726513
121	0.0357279597
122	0.03525340309
123	0.03491749629
124	0.03454850092
125	0.0342134459
126	0.03382136
127	0.03344769519
128	0.03317084584
129	0.03292699005
130	0.03241444127
131	0.03213890233
132	0.03172580285
133	0.03131347676
134	0.03110551334
135	0.0308940305
136	0.03064260872
137	0.03020383291
138	0.02978023205
139	0.0294177701
140	0.02918734189
141	0.02892827985
142	0.0287398645
143	0.02847581458
144	0.02808705607
145	0.02791017588
146	0.02763087521
147	0.02743412668
148	0.0273105331
149	0.02706593999
150	0.02692012501
151	0.02675606293
152	0.02657112209
153	0.02619569234
154	0.02607587004
155	0.0258838054
156	0.02561441952
157	0.02546453397
158	0.0252018458
159	0.02504820003
160	0.02486426094
161	0.02466438947
162	0.02447202371
163	0.02431982693
164	0.0242082674
165	0.02407664285
166	0.02390389202
167	0.02373168701
168	0.02347041273
169	0.0232769516
170	0.02313525275
171	0.02294068875
172	0.02273092827
173	0.02252303148
174	0.02237797558
175	0.02220718144
176	0.02202486831
177	0.02190910877
178	0.02177304643
179	0.02167812819
180	0.02147370155
181	0.02134560062
182	0.02112556703
183	0.0209810711
184	0.0208552233
185	0.02074800139
186	0.02059796021
187	0.02050016313
188	0.02035016116
189	0.02018291775
190	0.02009451473
191	0.02003380903
192	0.01984950369
193	0.01979134415
194	0.01967010974
195	0.01955593122
196	0.01939795064
197	0.01925085435
198	0.01908433083
199	0.01898655594
200	0.01882451969
201	0.01873006049
202	0.01865607188
203	0.01852719138
204	0.0183958074
205	0.0182990673
206	0.01809176079
207	0.01801525651
208	0.01790143614
209	0.01776495136
210	0.0177129336
211	0.0176400753
212	0.01752172959
213	0.01743660617
214	0.01736967968
215	0.01724568679
216	0.01722445685
217	0.01709820161
218	0.01703990453
219	0.0169265432
220	0.01682982469
221	0.01671632783
222	0.01661349918
223	0.01648217816
224	0.01639784336
225	0.01631656167
226	0.01622902824
227	0.01613682505
228	0.01604338469
229	0.01594212865
230	0.01584369591
231	0.01579463051
232	0.01566039442
233	0.01557357031
234	0.0155302067
235	0.01543203855
236	0.01533827945
237	0.01528874163
238	0.01519308685
239	0.0151251286
240	0.01502661442
241	0.01495329281
242	0.01489989902
243	0.01484231531
244	0.01476973216
245	0.01468248331
246	0.01457241605
247	0.01452148758
248	0.01447286507
